9232,7830
9240,1656
9247,27
9250,4104
9262,2880
9273,7065
9304,2043
9340,6570
9343,4392
9360,1125
9373,6651
9376,7074
9388,3249
9389,7686
9421,3627
9431,4050
9434,2502
9439,8946
9469,7470
9476,4410
9482,8649
9516,3852
9518,8874
9524,8361
9525,5967
9535,117
9540,5391
9550,1935
9551,4824
9563,4590
9566,2376
9584,4374
9603,8730
9604,1575
9606,6417
9610,2484
9625,8568
9631,7731
9633,396
9642,1764
9643,2889
9649,1053
9652,9432
9676,2340
9679,9045
9681,7191
9690,5175
9693,3771
9707,6381
9709,7659
9726,6732
9727,6309
9729,6957
9742,5220
9743,9252
9751,5958
9755,8622
9757,9216
9763,1152
9782,2457
9792,3987
9795,5760
9808,1197
9810,414
9815,1638
9816,4878
9827,7857
9829,5094
9842,7011
9856,5625
9867,1161
9881,8577
9889,4896
9895,6561
9896,9261
9899,7650
9911,1512
9915,4995
9921,6804
9930,8784
9933,5994
9936,1089
9948,5517
9956,6912
9960,5580
9963,5643
9974,1260
9985,7443
9992,7380
